user_id,zone_id,first_name,last_name,middle_name,email,phone_number,date_of_birth,password_hash,system_role,account_status,created_at,updated_at
USR-2026-0091,Z-3,Erlinda,Barrus,,erlinda.barrus88@zoneguard.demo,9172406150,1959-11-20,$2b$12$jDIdjcgWN6kRypKFcJfo/eKkIY0VgzoD8I8esFTD9kzyzDZiOmzbu,HOMEOWNER,ACTIVE,2018-08-24 00:00:00,2026-01-01 00:00:00
USR-2026-0092,Z-3,Honoramilla,Visaya,,honoramilla.visaya89@zoneguard.demo,9177964705,1966-06-16,$2b$12$f959BCspDJTnVf3AN1mB.u9uu4s8igywPGQwRVY.tqJUqQfuqshua,HOMEOWNER,ACTIVE,2021-11-26 00:00:00,2026-01-01 00:00:00
USR-2026-0093,Z-3,Precila,Sena,,precila.sena90@zoneguard.demo,9174623425,1977-06-21,$2b$12$t2yvjuJg5cGZ7FtRuUta0e5HgDi29GSUVmCDpxwqszKJo8sbkdWaK,HOMEOWNER,ACTIVE,2025-11-16 00:00:00,2026-01-01 00:00:00
USR-2026-0094,Z-3,Xandra,Ochoa,,xandra.ochoa91@zoneguard.demo,9178930221,1977-06-14,$2b$12$PmuBKbWsnT2wpC8Zr5.08O4KAW5b9cwh6dUqanDknWcvZcSdrys9a,HOMEOWNER,ACTIVE,2026-05-27 00:00:00,2026-01-01 00:00:00
USR-2026-0095,Z-3,Jerald,Manglangit,,jerald.manglangit92@zoneguard.demo,9174232452,1966-05-12,$2b$12$IybJ5hVAHEeISIzQnScU..F4lmL3ysVkG5cSYxZb7KiLF.6PuGNKu,HOMEOWNER,ACTIVE,2025-03-08 00:00:00,2026-01-01 00:00:00
USR-2026-0096,Z-3,Arnel,Cunanan,,arnel.cunanan93@zoneguard.demo,9175473447,1975-04-23,$2b$12$xuhf.wXozM2WLnnU72788OYQyLLCuho/yiIIjFcE3PVBNdAbvkGXW,HOMEOWNER,ACTIVE,2024-04-06 00:00:00,2026-01-01 00:00:00
USR-2026-0097,Z-3,Lewylyn,Manuel,,lewylyn.manuel94@zoneguard.demo,9176941028,1978-08-11,$2b$12$8gN2bjm3OJzsXq0hYEqaXeC6aQ1BWi7gd7G/qz4FW.54v2vewICjW,HOMEOWNER,ACTIVE,2018-07-03 00:00:00,2026-01-01 00:00:00
USR-2026-0098,Z-3,Dan,Paolo Umali,,dan.paolo umali95@zoneguard.demo,9176917054,1968-01-09,$2b$12$YLUbHCnkGBysCMYQjl.xz.zwDjuMvr6mHBQ8qhWg2etukvyasgJAO,HOMEOWNER,ACTIVE,2018-04-29 00:00:00,2026-01-01 00:00:00
USR-2026-0099,Z-3,Lino,Aldavino,,lino.aldavino96@zoneguard.demo,9173382865,1961-03-10,$2b$12$lN9ugrbFhzJEJSiR/EedmezpXSU0uIE623qMNhKE1hbh31P3SUuzC,HOMEOWNER,ACTIVE,2025-11-30 00:00:00,2026-01-01 00:00:00
USR-2026-0100,Z-3,Josefina,Sumilong,,josefina.sumilong97@zoneguard.demo,9178352132,1957-06-18,$2b$12$fXc/TiJM5H8xlr7HA90Edul/DpkYou0UP246icDIjeCHzIqzxgz1m,HOMEOWNER,ACTIVE,2018-01-27 00:00:00,2026-01-01 00:00:00
USR-2026-0101,Z-3,Ray,Calusin,,ray.calusin98@zoneguard.demo,9175684013,1966-07-11,$2b$12$ZZx9JNGN75qMw6fwh6nX0ezahKZN70dYvaB5b07bDUtG8GZdskn3e,HOMEOWNER,ACTIVE,2021-09-26 00:00:00,2026-01-01 00:00:00
USR-2026-0102,Z-3,Adriano,Sebastian,,adriano.sebastian99@zoneguard.demo,9177759991,1974-10-03,$2b$12$EaGbLgGTlOCmBGk1iInkjuQy/sHK0kbyHN6xpEo0qqKBeXyXZ9sYu,HOMEOWNER,ACTIVE,2022-03-17 00:00:00,2026-01-01 00:00:00
USR-2026-0103,Z-3,Fortunato,Yepes Jr.,,fortunato.yepes jr100@zoneguard.demo,9174531674,1956-06-25,$2b$12$Wv02XT3/wkoPSCPlBsk2ge5ELyKJPAOzNTmrANwmT9T32WOmTwvu2,HOMEOWNER,ACTIVE,2023-03-07 00:00:00,2026-01-01 00:00:00
USR-2026-0104,Z-3,Gaurencio,Valenzuela,,gaurencio.valenzuela101@zoneguard.demo,9177305236,1992-08-27,$2b$12$luVr.ooBW9VkGzycQzFcpO2U1cD45Bq0UgwT6qq1qjpzJTeBZ751O,HOMEOWNER,ACTIVE,2026-03-26 00:00:00,2026-01-01 00:00:00
USR-2026-0105,Z-3,Carlos,Lintag,,carlos.lintag102@zoneguard.demo,9173786905,1972-06-17,$2b$12$lUu/mv1B.9.j/YUokdkhMu5f5n/YNVUcDXmr5CmIC4jjMY.y/5eOe,HOMEOWNER,ACTIVE,2022-12-09 00:00:00,2026-01-01 00:00:00
USR-2026-0106,Z-3,Lourdes,Edovas,,lourdes.edovas103@zoneguard.demo,9175817911,1962-11-18,$2b$12$A9T1vaJannjDUbkIH4MqtOoELPkvWir7nZlzuoRgCglwW4oAJe6h.,HOMEOWNER,ACTIVE,2026-12-07 00:00:00,2026-01-01 00:00:00
USR-2026-0107,Z-3,Adrian,Comla,,adrian.comla104@zoneguard.demo,9174127022,1960-06-24,$2b$12$JoObPanyxD.bKI2fAzgD/.AJ.auB00.vpqM0RAxElyOczinWOv5MW,HOMEOWNER,ACTIVE,2019-03-10 00:00:00,2026-01-01 00:00:00
USR-2026-0108,Z-3,Pacencia,Felipe,,pacencia.felipe105@zoneguard.demo,9172549317,1978-09-02,$2b$12$PbEb9guec55ivc1gpuZASuaQxd1TlgyKlS/Ksn0NPvxITpYZeRM3q,HOMEOWNER,ACTIVE,2025-06-03 00:00:00,2026-01-01 00:00:00
USR-2026-0109,Z-3,Agustina,Pablo,,agustina.pablo106@zoneguard.demo,9177915096,1982-11-15,$2b$12$/qVpYAYOhRfB9VZVoxZUM.scgcP8P.BOp8NxDeSHdErhzek1d/wVa,HOMEOWNER,ACTIVE,2018-04-03 00:00:00,2026-01-01 00:00:00
USR-2026-0110,Z-3,Cesar,Magbiro,,cesar.magbiro107@zoneguard.demo,9175128784,1971-02-05,$2b$12$nSpNOAieiDENVC39TgcSluzXJM38D81Luk6Mi7vdv.bQQdGKXpsmy,HOMEOWNER,ACTIVE,2018-06-15 00:00:00,2026-01-01 00:00:00
USR-2026-0111,Z-3,Sally,Palencia,,sally.palencia108@zoneguard.demo,9175976563,1965-02-02,$2b$12$F2wxOubsjOwSlift.Gse3eG.Iq/abqrIVHctDh6TjnBOFANp9CTjm,HOMEOWNER,ACTIVE,2019-05-12 00:00:00,2026-01-01 00:00:00
USR-2026-0112,Z-3,June,Estacio,,june.estacio109@zoneguard.demo,9172151882,1965-12-10,$2b$12$lEyQiq6W2lrHZ6S3TJssLenqkK4Yl88EDqlZUkaX3yvxMk5JOuArK,HOMEOWNER,ACTIVE,2021-12-08 00:00:00,2026-01-01 00:00:00
USR-2026-0113,Z-3,Renz,Marco,,renz.marco110@zoneguard.demo,9179710506,1967-06-24,$2b$12$p.wrfDSS9F9mIBYMhdwdkO4tIWeGxMoOTAL89mvl/uMaSwSTQi1OG,HOMEOWNER,ACTIVE,2018-06-23 00:00:00,2026-01-01 00:00:00
USR-2026-0114,Z-3,Rebecca,Malazarte,,rebecca.malazarte111@zoneguard.demo,9173629137,1974-06-23,$2b$12$.xccCjb8yCag2b7GPM3u/egwclG/ImJrRqiSJyM5LMixwvmnP65fS,HOMEOWNER,ACTIVE,2021-05-23 00:00:00,2026-01-01 00:00:00
USR-2026-0115,Z-3,Naomi,Ramirez,,naomi.ramirez112@zoneguard.demo,9178157676,1959-03-22,$2b$12$H8LBc94KXQ3UkOikrVn6Q.qmjmBMVlePh6pz8t61aqpnQKouXoTJG,HOMEOWNER,ACTIVE,2019-04-08 00:00:00,2026-01-01 00:00:00
USR-2026-0116,Z-3,Norman,Campos,,norman.campos113@zoneguard.demo,9179048056,1963-11-20,$2b$12$0aNc5IyoOAKen5DuXN84ieTAOvv7r41.s9JEzC3DEg8ZePWAeNT6m,HOMEOWNER,ACTIVE,2023-01-11 00:00:00,2026-01-01 00:00:00
USR-2026-0117,Z-3,Christopher,Ramirez,,christopher.ramirez114@zoneguard.demo,9171732722,1970-08-25,$2b$12$aBetRAWpMcJC1mFGw1RxW.pBG7RXqDdxH0KDWwrO2AIF5VNYD7rM2,HOMEOWNER,ACTIVE,2021-07-02 00:00:00,2026-01-01 00:00:00
USR-2026-0118,Z-3,Rolly,Barretto,,rolly.barretto115@zoneguard.demo,9172768693,1987-09-18,$2b$12$v3g04vkZ4DZ.9N6zUvmmf.tBQNbPExIRIrfPrOLm.pxr/AHA0JxnK,HOMEOWNER,ACTIVE,2018-02-03 00:00:00,2026-01-01 00:00:00
USR-2026-0119,Z-3,Rodolfo,Cruz,,rodolfo.cruz116@zoneguard.demo,9179884527,1976-12-23,$2b$12$mcSb/Hqnui1wNy7ny3u2OeLbSCGFTAqkGGqBBZLvH/7EUY2C0oOPy,HOMEOWNER,ACTIVE,2021-02-01 00:00:00,2026-01-01 00:00:00
USR-2026-0120,Z-3,Henry,Saarenas,,henry.saarenas117@zoneguard.demo,9173889190,1960-07-05,$2b$12$H3l4Iif0i4rWL0qhmAIGPe5KvHB2/gjhtCPomO/LK3bKl0nOwMF5C,HOMEOWNER,ACTIVE,2020-12-28 00:00:00,2026-01-01 00:00:00
USR-2026-0121,Z-3,Roman,Bernal,,roman.bernal118@zoneguard.demo,9174716434,1980-02-12,$2b$12$iMskj8GssdLfnzwGxBV83.Mjtwmh8wUPUST/P1IIp81fIhC0mM.NK,HOMEOWNER,ACTIVE,2025-04-07 00:00:00,2026-01-01 00:00:00
USR-2026-0122,Z-3,Jhun,Tibayan,,jhun.tibayan119@zoneguard.demo,9171420888,1967-02-15,$2b$12$a3ljivXMH1ZStLiRKM/xkuhgIpAZJrPmGaGWUCe71PUmFEASmjBti,TENANT,ACTIVE,2025-09-12 00:00:00,2026-01-01 00:00:00
USR-2026-0123,Z-3,Hector,Rivera ,,hector.rivera120@zoneguard.demo,9177730419,1976-09-07,$2b$12$/aKTt3MUhDQmpNxX8jSP9Oa5gvmPa0A0DddXLq8sPGi1bJFnJrjxu,HOMEOWNER,ACTIVE,2021-05-21 00:00:00,2026-01-01 00:00:00
USR-2026-0124,Z-3,Cora,Pardo,,cora.pardo121@zoneguard.demo,9175229228,1989-09-16,$2b$12$os1KDE4hzGUZbB/r1aggNOdubXORvI9OJIy9zJAEiUTLYTxNcNwmW,HOMEOWNER,ACTIVE,2024-01-11 00:00:00,2026-01-01 00:00:00
USR-2026-0125,Z-3,Milagros,Nopre,,milagros.nopre122@zoneguard.demo,9178891784,1960-04-15,$2b$12$/9Aky3Y9DC4vVPApyznzpOVYfwKSZI359JHJwF6.pE5y3fP/SP8GO,HOMEOWNER,ACTIVE,2025-01-17 00:00:00,2026-01-01 00:00:00
USR-2026-0126,Z-3,Efren,Rabara,,efren.rabara123@zoneguard.demo,9179868958,1957-09-13,$2b$12$kV5/jhQ/OotIbmfzSmZu0.DAlvqq7mah.0U2iu5uMKsADZKymiURS,HOMEOWNER,ACTIVE,2025-11-02 00:00:00,2026-01-01 00:00:00
USR-2026-0127,Z-3,Isabelita,Mateo,,isabelita.mateo124@zoneguard.demo,9178541714,1978-06-25,$2b$12$jkowsIrH7bxvyc.H2dSZwegS/HWV/mIq4LBQIeYuo3JEe3GJ4s52e,HOMEOWNER,ACTIVE,2024-02-18 00:00:00,2026-01-01 00:00:00
USR-2026-0128,Z-3,Igmidio,Palomares,,igmidio.palomares125@zoneguard.demo,9173496589,1972-03-16,$2b$12$KEGT6JpcZk.Osw5ayuuIxuUO0X/554CsAhkduw6jrX4KneNvCfI/e,HOMEOWNER,ACTIVE,2023-08-05 00:00:00,2026-01-01 00:00:00
USR-2026-0129,Z-3,Norma,De Ora,,norma.de ora126@zoneguard.demo,9176880926,1980-06-14,$2b$12$v0sfbdaPwp0wKnSYY7rqr.0rzFfOiUwp76kfVudrVDPwkYA.0YFcW,HOMEOWNER,ACTIVE,2021-12-18 00:00:00,2026-01-01 00:00:00
USR-2026-0130,Z-3,Mauricio,Garcia,,mauricio.garcia127@zoneguard.demo,9172718562,1988-01-24,$2b$12$BY8tb1ORvPSLdtNy9TyYYeFvMv4CftrSZ.GUiRORy2oa5h9j3StuG,HOMEOWNER,ACTIVE,2025-03-29 00:00:00,2026-01-01 00:00:00
USR-2026-0131,Z-3,Jessie,Ancheta,,jessie.ancheta128@zoneguard.demo,9175592087,1961-04-24,$2b$12$vfnih.sedEJN3rpaWRz0/Ov5gGo/6Q6k0KYg4aSQRZv5fLpUPlhGq,HOMEOWNER,ACTIVE,2022-10-30 00:00:00,2026-01-01 00:00:00
USR-2026-0132,Z-3,Mara,Respicio,,mara.respicio129@zoneguard.demo,9176447483,1981-12-01,$2b$12$ePEITXhSVm.lTgWylRc92.HcjYmxpwcstKWgSuFmHRgmPhn6e4s8u,HOMEOWNER,ACTIVE,2020-07-29 00:00:00,2026-01-01 00:00:00
USR-2026-0133,Z-3,Cecilia,Layug,,cecilia.layug130@zoneguard.demo,9179821549,1988-07-06,$2b$12$V2V.11QHNqf.YOVXvzPUiueSOX2fpfttbSAKRpx2DszRayMe3FuHi,HOMEOWNER,ACTIVE,2025-07-29 00:00:00,2026-01-01 00:00:00
USR-2026-0134,Z-3,Teoderico,Pangilinan,,teoderico.pangilinan131@zoneguard.demo,9174222018,1970-09-23,$2b$12$RcyPvduRANKD/ApRGqmxZeK7vpVnZSpRSz5WlLQQxgjneWqJNa8nO,HOMEOWNER,ACTIVE,2026-07-25 00:00:00,2026-01-01 00:00:00
USR-2026-0135,Z-3,Nena,Buentipo,,nena.buentipo132@zoneguard.demo,9171110957,1964-11-15,$2b$12$/yIbHlf91ET0oZNh3b8OgeRpOfDEyhxtKefTtKlBwNYuGzpfpR4yy,HOMEOWNER,ACTIVE,2023-02-22 00:00:00,2026-01-01 00:00:00
USR-2026-0136,Z-3,Aurora,Veloria,,aurora.veloria133@zoneguard.demo,9174502646,1969-12-17,$2b$12$N8Ozy6joBBGZZFViET/Pa.AGVcX1MkA.bx7EMUnQm1vZ95eY/GUla,HOMEOWNER,ACTIVE,2019-03-12 00:00:00,2026-01-01 00:00:00
USR-2026-0137,Z-3,Barbie,Imperial,,barbie.imperial134@zoneguard.demo,9175051939,1992-07-27,$2b$12$yzBRGJSgVa05uKH896CPDur73JN78jJyMn6wWoUmapTjcUAmpG5km,HOMEOWNER,ACTIVE,2021-10-15 00:00:00,2026-01-01 00:00:00
USR-2026-0138,Z-3,Marie,Salvo,,marie.salvo135@zoneguard.demo,9176658565,1961-08-19,$2b$12$yUj05OhRZY0jFQB.bxS/l.mTVNsAfdf0WSccS4ksQ0UJRxdYKk7ci,HOMEOWNER,ACTIVE,2020-07-20 00:00:00,2026-01-01 00:00:00
USR-2026-0139,Z-3,Rene,Joaqiun,,rene.joaqiun136@zoneguard.demo,9175217635,1973-08-25,$2b$12$sy7KCxoc6iZZUWLfIHu0Ie1URYEFc2SQf1lkzN.50dyPn1XwvLuoi,HOMEOWNER,ACTIVE,2024-07-05 00:00:00,2026-01-01 00:00:00
USR-2026-0140,Z-3,Willy,Erese,,willy.erese137@zoneguard.demo,9176604065,1974-10-23,$2b$12$B54TWGmLxY9jw1rTkbcLTOyzHDdtE9g4L/TOvOuutWT/0Gpgiklzm,HOMEOWNER,ACTIVE,2021-02-20 00:00:00,2026-01-01 00:00:00
USR-2026-0141,Z-3,Spike,Peralta,,spike.peralta138@zoneguard.demo,9173305433,1962-08-03,$2b$12$avdgLFfvljGkI0dfhO6sOuAjfaLiYl9rUh0EOZy020p4PTvxqY0Gu,HOMEOWNER,ACTIVE,2024-09-05 00:00:00,2026-01-01 00:00:00
USR-2026-0142,Z-3,Warren,Yunson,,warren.yunson139@zoneguard.demo,9172200346,1963-05-19,$2b$12$.TE0QxXpCuhHvv4Xgi31E.w2JjIunZCcsEO3UfSLOVCP/xMA9y3sC,HOMEOWNER,ACTIVE,2024-04-12 00:00:00,2026-01-01 00:00:00
USR-2026-0143,Z-3,Grace,Garcia,,grace.garcia140@zoneguard.demo,9171504655,1978-06-04,$2b$12$b4DqAsYnfPadgnLVOuoNGeUoTSAyajv8rJeyZoVLxKsG48WQ7Acc2,HOMEOWNER,ACTIVE,2020-01-06 00:00:00,2026-01-01 00:00:00
USR-2026-0144,Z-3,Venus,Gatan,,venus.gatan141@zoneguard.demo,9172650224,1975-07-16,$2b$12$wmIJQ2tx8y7TQ63wz/YY8OxzVSVYXS.XzY8XRDUkSEK6JE5hr67jW,HOMEOWNER,ACTIVE,2021-11-16 00:00:00,2026-01-01 00:00:00
USR-2026-0145,Z-3,Alpha,Abu,,alpha.abu142@zoneguard.demo,9175227939,1974-04-18,$2b$12$MjVKOaSoaAtGQ/TvhaFJ9.4y2fipLcw46zpe9Z0l20eYcbLAaKhii,HOMEOWNER,ACTIVE,2024-04-25 00:00:00,2026-01-01 00:00:00
USR-2026-0146,Z-3,Apple,Esteban,,apple.esteban143@zoneguard.demo,9172658800,1989-05-24,$2b$12$PqB0MiZrm02DprqEcoKBquTv6XmFPJW4KuXP4E8/b8Vn4YxrZxRfK,HOMEOWNER,ACTIVE,2019-05-08 00:00:00,2026-01-01 00:00:00
USR-2026-0147,Z-3,Evangeline,Caceres,,evangeline.caceres144@zoneguard.demo,9174113534,1990-06-27,$2b$12$N1rVIsqhqTlb4lXaB3Q7bOERkbLn6KJ44nZzjDtuNxAApKM8BPpW.,HOMEOWNER,ACTIVE,2022-04-21 00:00:00,2026-01-01 00:00:00
USR-2026-0148,Z-3,Carmelo,Cablayan,,carmelo.cablayan145@zoneguard.demo,9177964745,1957-11-14,$2b$12$XwDIFYeQiQDNMJ8BC3gD8.9hC3R4GpZcVN2aNigsGNOhPuDjJOdOi,HOMEOWNER,ACTIVE,2023-09-05 00:00:00,2026-01-01 00:00:00
USR-2026-0149,Z-3,Maurene,Palacios,,maurene.palacios146@zoneguard.demo,9172808516,1972-07-13,$2b$12$TsldEXRVh5sZkx/cQUJ7SOelFHbJlh28.rnCUYmEjqBhIJruPmtm.,HOMEOWNER,ACTIVE,2026-03-15 00:00:00,2026-01-01 00:00:00
USR-2026-0150,Z-3,Gabriel,Ortile,,gabriel.ortile147@zoneguard.demo,9172255959,1975-07-07,$2b$12$xns5m3vNvTvH.aFbWId8D.dyulVlFDM6TqAdJi0pq18eOfMfXOr0m,HOMEOWNER,ACTIVE,2018-10-14 00:00:00,2026-01-01 00:00:00
USR-2026-0151,Z-3,Jesus,Dicdiguin,,jesus.dicdiguin148@zoneguard.demo,9176275820,1984-08-05,$2b$12$zeNdAzG6bVIUu5AZsXFqgOLNH3H2aao/m6i1IjmS1ZepYMr4.GXDi,HOMEOWNER,ACTIVE,2018-06-13 00:00:00,2026-01-01 00:00:00
USR-2026-0152,Z-3,Brian,Santos,,brian.santos@gmail.com,9332181960,1985-12-09,$2b$12$TsldEXRVh5sZkx/cQUJ7SOelFHbJlh28.rnCUYmEUqBhIJruPmtm.,TENANT,ACTIVE,2018-12-03 00:00:00,2026-01-01 08:00:00
USR-2026-0153,Z-3,Paolo,Villanueva,,paolo.villanueva@gmail.com,9407816184,1996-06-20,$2b$12$.TE0QxXpCuhHvv4Xgi31E.w2JjIunXCcsEO3UfSLOVCP/xMA9y3sC,TENANT,ACTIVE,2025-08-07 00:00:00,2026-01-01 08:00:00
USR-2026-0154,Z-3,Jessa,Mendoza,,jessa.mendoza@gmail.com,9103413164,1999-04-23,$2b$12$b4DqAsYnfPadgnLVOuoNGrUoTSAyajv8rJeyZoVLxKsG48WQ7Acc2,TENANT,ACTIVE,2025-06-12 00:00:00,2026-01-01 08:00:00
USR-2026-0155,Z-3,Mark,Reyes,,mark.reyes@gmail.com,9534192832,1996-03-12,$2b$12$wmIJQ2tx8y7TQ63wz/YY8OxzVSVYXS.XzY8XRDUkSEK6JE5hr67jW,TENANT,ACTIVE,2021-05-26 00:00:00,2026-01-01 08:00:00
USR-2026-0156,Z-3,Trisha,Domingo,,trisha.domingo@gmail.com,9835030564,1997-05-21,$2b$12$MjVKOaSoaAtGQ/TvhaFJ9.4y2LipLcw46zpe9Z0l20eYcbLAaKhii,TENANT,ACTIVE,2024-01-10 00:00:00,2026-01-01 08:00:00
USR-2026-0157,Z-3,John,Castillo,,john.castillo@gmail.com,9537672423,1991-10-23,$2b$12$PqB0MiZrm02DprqEcoKBquTv6XmFPJW4KuXP4E8/b8Vn4YxrZxRfo,TENANT,ACTIVE,2026-01-17 00:00:00,2026-01-01 08:00:00
USR-2026-0158,Z-3,Angel,Torres,,angel.torres@gmail.com,9653287101,2000-07-19,$2b$12$os1KDE4hzGUZbB/r1aggNOdubXORvI9OJIy9zJAEiUTLYTxNcNwmW,TENANT,ACTIVE,2025-11-08 00:00:00,2026-01-01 08:00:00
